Invoices_h_r_id,Account_id,Emp_id,Date_d,Time_t,Total_total
254,391,22,20/01/2022,09:56:44 م,67
278,210,1,23/01/2022,07:21:49 م,274.5
290,1985,15,24/01/2022,06:23:46 م,132
303,1755,22,25/01/2022,04:17:42 م,250
314,329,23,27/01/2022,02:47:25 م,68
330,905,22,29/01/2022,11:59:35 ص,385
364,1633,23,30/01/2022,11:46:11 ص,118
369,2079,1,31/01/2022,11:51:46 ص,33.5
395,1172,1,02/02/2022,01:34:44 م,350.5
411,292,1,03/02/2022,07:53:02 م,
291,168,22,24/01/2022,07:08:33 م,517
279,1061,1,23/01/2022,07:22:24 م,
304,174,22,25/01/2022,04:18:58 م,316.5
331,682,22,29/01/2022,12:25:33 م,70
280,1061,1,23/01/2022,07:22:37 م,140
315,477,15,27/01/2022,03:05:52 م,117
365,733,23,30/01/2022,06:46:28 م,286
305,649,1,25/01/2022,05:00:12 م,1175
370,368,1,31/01/2022,12:58:21 م,3161
292,750,23,24/01/2022,07:09:50 م,196
388,1036,23,01/02/2022,05:02:00 م,315
281,210,1,23/01/2022,08:45:18 م,366.5
332,2158,22,29/01/2022,12:26:39 م,135
316,956,22,27/01/2022,03:45:06 م,209.5
306,292,1,25/01/2022,06:05:31 م,228
293,1633,23,24/01/2022,07:11:30 م,72
366,315,1,30/01/2022,07:00:17 م,202
282,330,23,23/01/2022,08:45:49 م,105
307,1504,15,25/01/2022,06:09:02 م,93
294,1294,22,24/01/2022,07:12:26 م,90
333,151,1,29/01/2022,12:51:06 م,534.5
283,2079,1,23/01/2022,09:47:40 م,
317,1561,22,27/01/2022,03:57:08 م,3270
367,545,22,30/01/2022,08:59:55 م,2485
295,468,23,24/01/2022,07:59:28 م,290
308,1962,1,25/01/2022,06:21:59 م,169.5
318,314,22,27/01/2022,04:56:42 م,
296,171,23,24/01/2022,08:24:11 م,1920
309,753,23,25/01/2022,06:52:55 م,485
319,314,22,27/01/2022,04:57:13 م,90
297,236,23,24/01/2022,08:54:17 م,65
310,2147,0,25/01/2022,07:30:34 م,88
320,420,1,27/01/2022,04:57:57 م,140
334,583,23,29/01/2022,12:56:42 م,208
321,694,22,27/01/2022,06:22:56 م,167
322,673,22,27/01/2022,06:23:29 م,374
323,694,22,27/01/2022,06:28:48 م,43
324,1633,23,27/01/2022,09:56:44 م,199.5
325,405,22,27/01/2022,09:59:37 م,531
335,1145,22,29/01/2022,01:03:32 م,
371,231,22,31/01/2022,02:13:12 م,319
384,177,1,01/02/2022,11:33:41 ص,51.5
394,615,15,02/02/2022,10:28:21 ص,80
405,1902,22,03/02/2022,03:52:29 م,
426,1481,22,05/02/2022,12:00:25 م,403.5
336,1145,22,29/01/2022,01:03:42 م,189.5
451,174,22,06/02/2022,01:10:33 م,
469,210,1,07/02/2022,02:14:36 م,35
368,935,22,30/01/2022,09:42:31 م,60
372,251,1,31/01/2022,04:18:28 م,87.5
385,159,23,01/02/2022,03:51:36 م,177
326,1714,22,27/01/2022,10:35:25 م,119
396,412,15,02/02/2022,02:58:12 م,212
337,753,23,29/01/2022,01:07:26 م,46
412,292,1,03/02/2022,07:53:49 م,220
427,736,23,05/02/2022,12:00:52 م,
373,2020,15,31/01/2022,04:40:13 م,97.5
327,1714,22,27/01/2022,10:36:33 م,160
338,368,1,29/01/2022,01:09:00 م,55
397,2142,0,02/02/2022,06:32:58 م,
374,251,1,31/01/2022,04:41:16 م,
328,1714,22,27/01/2022,10:53:01 م,318
413,588,23,03/02/2022,08:40:25 م,90
386,733,23,01/02/2022,03:51:56 م,1928.5
339,151,1,29/01/2022,01:19:46 م,306
375,753,23,31/01/2022,05:37:22 م,926.75
398,336,23,02/02/2022,06:33:33 م,57
399,250,22,02/02/2022,06:33:55 م,
340,405,22,29/01/2022,01:24:01 م,116.75
400,250,22,02/02/2022,06:36:35 م,272
387,218,22,01/02/2022,03:52:43 م,195
341,733,23,29/01/2022,02:37:29 م,430
376,685,23,31/01/2022,05:38:22 م,55.5
342,2138,15,29/01/2022,03:37:31 م,138.5
377,1311,1,31/01/2022,06:25:28 م,188
343,2138,15,29/01/2022,03:37:54 م,201.5
378,703,22,31/01/2022,06:40:57 م,137.5
344,210,1,29/01/2022,03:46:41 م,610
379,198,23,31/01/2022,08:29:45 م,191
345,1399,0,29/01/2022,04:19:07 م,
361,653,22,30/01/2022,10:49:26 ص,290
346,1770,23,29/01/2022,04:28:51 م,704
347,1770,23,29/01/2022,04:53:23 م,699
348,276,15,29/01/2022,05:32:16 م,210.25
349,2057,1,29/01/2022,08:07:09 م,
350,2057,1,29/01/2022,08:09:19 م,34
351,2057,1,29/01/2022,08:10:59 م,9
380,192,22,31/01/2022,09:08:45 م,185
401,2142,0,02/02/2022,06:37:27 م,227
428,2070,23,05/02/2022,02:12:57 م,463.5
452,174,22,06/02/2022,01:11:09 م,280.5
414,685,23,03/02/2022,08:41:26 م,354
470,685,23,07/02/2022,02:25:44 م,76
487,332,22,08/02/2022,11:03:32 ص,74
513,601,23,09/02/2022,12:53:52 م,128.5
381,517,22,31/01/2022,09:21:41 م,231.25
402,918,22,02/02/2022,07:58:30 م,786
352,2057,1,29/01/2022,08:14:19 م,192
453,649,1,06/02/2022,01:52:39 م,134
429,391,22,05/02/2022,02:51:41 م,272
415,918,22,03/02/2022,09:47:59 م,1687.5
471,614,15,07/02/2022,04:13:03 م,280
382,1714,22,31/01/2022,09:47:17 م,435.5
353,183,1,29/01/2022,08:14:52 م,
403,2158,22,02/02/2022,10:08:58 م,151
454,2168,23,06/02/2022,01:52:58 م,115
354,183,1,29/01/2022,08:15:19 م,136
430,1863,23,05/02/2022,02:56:14 م,128
416,1254,22,03/02/2022,09:59:54 م,504
404,1902,22,03/02/2022,01:09:43 م,1322
383,272,22,31/01/2022,09:47:42 م,2720
355,1689,22,29/01/2022,08:45:25 م,1049.5
455,1364,22,06/02/2022,02:58:18 م,300
431,391,22,05/02/2022,04:26:26 م,362
389,2055,22,01/02/2022,05:03:10 م,
406,1902,22,03/02/2022,03:52:58 م,
390,2055,22,01/02/2022,05:09:51 م,156
432,1714,22,05/02/2022,05:27:51 م,46.25
407,1498,22,03/02/2022,03:54:03 م,365.5
356,1697,22,29/01/2022,08:47:03 م,829.5
433,1731,23,05/02/2022,05:29:33 م,140
391,733,23,01/02/2022,05:12:26 م,
408,1902,22,03/02/2022,03:55:35 م,
392,653,22,01/02/2022,06:28:52 م,49
434,151,1,05/02/2022,05:29:59 م,344
357,748,23,29/01/2022,08:47:42 م,264
358,600,23,29/01/2022,10:43:14 م,105
409,2059,22,03/02/2022,04:07:14 م,
393,733,23,01/02/2022,09:04:40 م,600
359,542,1,30/01/2022,10:45:58 ص,282.5
410,1902,22,03/02/2022,04:07:53 م,220
360,653,22,30/01/2022,10:48:54 ص,
362,543,1,30/01/2022,10:50:36 ص,108
417,216,23,03/02/2022,10:00:32 م,300
418,1335,1,03/02/2022,10:00:51 م,45
435,360,22,05/02/2022,05:31:35 م,75
450,1507,23,06/02/2022,11:53:19 ص,247
472,1678,1,07/02/2022,05:12:00 م,340
488,649,1,08/02/2022,01:14:40 م,167
514,1561,22,09/02/2022,03:50:45 م,
529,614,15,10/02/2022,11:30:39 ص,179
560,354,1,12/02/2022,11:45:13 ص,210.5
419,360,22,03/02/2022,10:02:10 م,135.5
436,1001,22,05/02/2022,05:32:28 م,1441.5
456,730,1,06/02/2022,02:58:51 م,92
515,1561,22,09/02/2022,03:50:51 م,730.5
473,174,22,07/02/2022,06:35:04 م,250
489,694,22,08/02/2022,03:05:20 م,
420,693,22,03/02/2022,10:02:28 م,174
490,694,22,08/02/2022,03:05:49 م,135
437,1902,22,05/02/2022,06:16:23 م,118
457,1841,15,06/02/2022,05:25:32 م,138
421,159,23,03/02/2022,10:09:02 م,95
474,250,22,07/02/2022,06:43:22 م,135
438,1568,1,05/02/2022,06:17:18 م,6
491,751,23,08/02/2022,03:21:40 م,340.5
458,368,1,06/02/2022,06:57:36 م,825
422,2142,0,03/02/2022,10:21:40 م,1000
475,858,22,07/02/2022,07:45:00 م,305
439,2031,22,05/02/2022,07:03:59 م,74.5
459,472,1,06/02/2022,07:43:11 م,257
476,1990,22,07/02/2022,07:50:19 م,74.5
423,1507,23,03/02/2022,10:56:47 م,122
440,1697,22,05/02/2022,07:05:23 م,748
460,261,1,06/02/2022,07:43:28 م,1700
424,1121,1,03/02/2022,11:02:03 م,1760
477,632,15,07/02/2022,08:12:59 م,850
441,1711,1,05/02/2022,08:39:20 م,344
461,653,22,06/02/2022,07:44:46 م,1021.5
442,709,15,05/02/2022,08:39:39 م,498
425,1633,23,03/02/2022,11:30:12 م,118
462,174,22,06/02/2022,07:45:41 م,76.75
443,1190,1,05/02/2022,08:39:56 م,342
463,753,23,06/02/2022,08:58:02 م,394
444,2035,22,05/02/2022,10:14:19 م,62
445,386,22,05/02/2022,10:15:03 م,167
464,256,23,06/02/2022,08:59:09 م,447
446,667,22,05/02/2022,10:20:49 م,169
447,168,22,05/02/2022,10:21:07 م,147
448,653,22,05/02/2022,10:21:26 م,58
449,232,0,05/02/2022,10:21:53 م,62
465,1633,23,06/02/2022,09:00:10 م,118
478,905,22,07/02/2022,08:20:41 م,352.5
516,168,22,09/02/2022,06:16:19 م,249.5
530,326,23,10/02/2022,02:14:41 م,26
561,233,22,12/02/2022,12:56:24 م,867.7
589,748,23,14/02/2022,01:41:05 م,
492,733,23,08/02/2022,05:05:11 م,
466,2142,0,06/02/2022,09:38:51 م,1102.5
615,1202,22,15/02/2022,12:05:37 م,92.5
576,1822,22,13/02/2022,01:07:52 م,444
627,144,37,16/02/2022,01:38:26 م,
479,905,22,07/02/2022,08:20:59 م,
493,733,23,08/02/2022,05:06:24 م,228.5
517,1963,22,09/02/2022,06:20:41 م,1030
467,1553,23,06/02/2022,09:58:27 م,274.5
480,905,22,07/02/2022,08:21:24 م,1950
531,242,23,10/02/2022,03:07:26 م,
590,2142,0,14/02/2022,04:05:32 م,700
532,242,23,10/02/2022,03:07:42 م,201
494,392,1,08/02/2022,05:07:20 م,82
481,559,1,07/02/2022,08:50:57 م,3608.5
468,625,1,06/02/2022,09:59:25 م,350
577,905,22,13/02/2022,01:08:42 م,459.5
495,329,23,08/02/2022,06:09:46 م,68
533,1776,15,10/02/2022,03:08:19 م,341
518,2147,0,09/02/2022,06:38:32 م,192
482,885,23,07/02/2022,08:55:43 م,221.5
496,931,1,08/02/2022,06:11:48 م,
519,1714,22,09/02/2022,06:39:17 م,92.5
483,733,23,07/02/2022,08:56:35 م,524
497,931,1,08/02/2022,06:12:15 م,
534,272,22,10/02/2022,03:10:10 م,921
498,502,23,08/02/2022,06:12:39 م,208
484,733,23,07/02/2022,08:57:00 م,68.6
520,601,23,09/02/2022,06:40:03 م,
521,601,23,09/02/2022,06:41:03 م,44
499,858,22,08/02/2022,06:13:03 م,12
485,173,1,07/02/2022,09:17:52 م,270
500,513,1,08/02/2022,06:41:20 م,300
522,552,22,09/02/2022,08:29:13 م,88
486,1633,23,07/02/2022,09:18:28 م,298
501,1716,23,08/02/2022,06:42:32 م,
523,1805,1,09/02/2022,09:28:05 م,6000
502,1716,23,08/02/2022,06:42:54 م,58
524,1254,22,09/02/2022,09:28:29 م,621
503,1716,23,08/02/2022,06:43:21 م,94.5
504,189,1,08/02/2022,07:39:50 م,1680
505,2142,22,08/02/2022,08:10:24 م,660
506,2142,0,08/02/2022,08:25:24 م,
507,2142,22,08/02/2022,08:25:50 م,540
525,704,1,09/02/2022,09:28:48 م,330
535,405,22,10/02/2022,03:10:33 م,1468
562,233,22,12/02/2022,01:00:55 م,75
578,210,1,13/02/2022,03:09:52 م,88
591,905,22,14/02/2022,04:29:42 م,
616,468,23,15/02/2022,01:53:57 م,780
628,750,23,16/02/2022,02:52:18 م,
663,261,1,17/02/2022,03:08:05 م,41.5
508,1770,23,08/02/2022,08:34:23 م,304
526,1522,1,09/02/2022,09:40:52 م,270
536,1867,15,10/02/2022,04:09:36 م,1560
592,905,22,14/02/2022,04:31:37 م,822
579,1770,23,13/02/2022,06:19:15 م,892
509,1770,23,08/02/2022,09:00:43 م,185
527,1522,1,09/02/2022,09:41:28 م,45
617,290,15,15/02/2022,02:14:02 م,313
537,1715,22,10/02/2022,04:10:14 م,1225
580,2171,1,13/02/2022,06:34:58 م,172
563,242,23,12/02/2022,02:12:21 م,104
528,1522,1,09/02/2022,09:42:29 م,45
510,905,22,08/02/2022,09:01:26 م,297.5
593,288,22,14/02/2022,04:32:21 م,69
538,368,1,10/02/2022,06:53:55 م,354
564,198,23,12/02/2022,02:40:40 م,291
511,396,22,08/02/2022,10:51:39 م,
581,259,1,13/02/2022,06:44:35 م,1005
539,709,15,10/02/2022,07:47:50 م,67.5
512,396,22,08/02/2022,10:52:47 م,1261
565,1061,1,12/02/2022,03:18:33 م,321
540,529,14,10/02/2022,08:02:06 م,69562.5
582,336,23,13/02/2022,07:47:29 م,490
566,1633,23,12/02/2022,06:28:09 م,141
583,199,23,13/02/2022,07:47:50 م,39
567,391,22,12/02/2022,07:07:27 م,367.5
541,614,15,10/02/2022,08:17:17 م,
568,1164,22,12/02/2022,07:08:05 م,248
542,614,15,10/02/2022,08:17:22 م,107
543,671,22,10/02/2022,08:19:38 م,435
569,1705,23,12/02/2022,08:23:08 م,45
570,330,23,12/02/2022,08:28:51 م,345
544,2142,0,10/02/2022,08:40:25 م,250
545,1689,22,10/02/2022,08:40:44 م,59
546,723,15,10/02/2022,08:41:00 م,
547,2158,22,10/02/2022,09:22:08 م,368
548,2154,15,10/02/2022,09:29:14 م,50
549,284,1,10/02/2022,09:43:07 م,1272
571,552,22,12/02/2022,08:29:58 م,92
550,2027,1,10/02/2022,09:44:37 م,168
573,173,1,13/02/2022,10:06:10 ص,435
594,748,23,14/02/2022,05:05:32 م,
618,233,22,15/02/2022,04:18:56 م,174
629,750,23,16/02/2022,02:52:37 م,448
664,2184,15,17/02/2022,03:28:49 م,142
686,1715,22,20/02/2022,02:26:46 م,
694,600,23,21/02/2022,11:33:33 ص,130
551,212,22,10/02/2022,10:28:16 م,72.5
572,1705,23,12/02/2022,08:43:59 م,93
619,233,22,15/02/2022,04:20:10 م,
584,1633,23,13/02/2022,07:48:12 م,155
630,1422,23,16/02/2022,02:53:25 م,288
552,1770,23,10/02/2022,10:29:04 م,72
660,905,22,17/02/2022,11:16:15 ص,330
595,360,22,14/02/2022,05:38:09 م,
574,1311,1,13/02/2022,10:12:23 ص,2485
676,396,22,19/02/2022,02:44:10 م,3210
620,502,23,15/02/2022,05:06:33 م,108.5
553,1688,1,10/02/2022,10:37:00 م,
596,360,22,14/02/2022,05:38:48 م,
575,1116,22,13/02/2022,10:52:00 ص,159.5
554,1688,1,10/02/2022,10:37:54 م,
631,1422,23,16/02/2022,02:54:19 م,
597,360,22,14/02/2022,05:39:02 م,
555,1688,1,10/02/2022,10:42:04 م,39
621,653,22,15/02/2022,08:25:57 م,32
598,360,22,14/02/2022,05:39:13 م,
632,1422,23,16/02/2022,02:55:06 م,200
585,2171,1,13/02/2022,08:30:47 م,44.5
556,2154,15,10/02/2022,10:48:42 م,35.75
599,159,23,14/02/2022,05:41:45 م,132
557,694,22,10/02/2022,11:12:57 م,150
586,183,1,13/02/2022,09:26:40 م,44
633,1841,15,16/02/2022,02:55:34 م,137
622,905,22,15/02/2022,09:03:16 م,342.5
600,490,23,14/02/2022,05:47:01 م,191
558,2079,1,10/02/2022,11:29:41 م,600
587,615,15,14/02/2022,09:49:21 ص,77
623,1121,1,15/02/2022,09:33:41 م,213
559,318,23,10/02/2022,11:34:04 م,130
588,750,23,14/02/2022,11:17:00 ص,277
624,1770,23,15/02/2022,09:37:43 م,
625,1770,23,15/02/2022,09:38:17 م,67.5
601,159,23,14/02/2022,05:51:19 م,311
602,748,23,14/02/2022,05:54:11 م,249
603,1615,22,14/02/2022,06:29:42 م,565
604,1164,22,14/02/2022,06:30:20 م,42.5
605,294,23,14/02/2022,06:30:58 م,49
626,242,23,15/02/2022,09:39:01 م,106.5
634,368,1,16/02/2022,03:24:49 م,
677,1254,22,19/02/2022,03:08:22 م,330
687,1715,22,20/02/2022,02:34:04 م,465
665,753,23,17/02/2022,03:51:48 م,122
695,438,23,21/02/2022,11:34:07 ص,55.5
718,1862,1,22/02/2022,03:04:47 م,57
635,368,1,16/02/2022,03:25:21 م,524
606,748,23,14/02/2022,06:32:46 م,452.5
724,391,22,23/02/2022,01:27:33 م,67
678,531,23,19/02/2022,06:50:13 م,343
666,667,22,17/02/2022,05:42:33 م,113
636,653,22,16/02/2022,03:50:25 م,290
661,905,22,17/02/2022,11:16:48 ص,342
688,159,23,20/02/2022,04:42:41 م,99
607,159,23,14/02/2022,06:50:43 م,
696,955,23,21/02/2022,11:38:12 ص,390
608,159,23,14/02/2022,06:51:31 م,348
637,1770,23,16/02/2022,03:51:06 م,921
679,531,23,19/02/2022,08:38:08 م,
609,659,23,14/02/2022,06:54:03 م,133
680,315,1,19/02/2022,08:43:17 م,57.5
667,151,1,17/02/2022,05:43:03 م,151
638,160,22,16/02/2022,05:21:37 م,
662,1689,22,17/02/2022,03:04:05 م,66.75
683,653,22,20/02/2022,12:39:53 م,178
610,956,22,14/02/2022,08:17:30 م,156
611,1954,22,14/02/2022,08:18:08 م,2527.5
639,160,22,16/02/2022,05:22:54 م,372
681,1770,23,19/02/2022,11:11:30 م,160
684,1498,22,20/02/2022,12:40:35 م,
640,160,22,16/02/2022,05:24:12 م,282
668,1522,1,17/02/2022,06:30:14 م,880
682,1770,23,19/02/2022,11:11:53 م,16.58
612,1954,22,14/02/2022,08:20:36 م,45
641,1863,23,16/02/2022,05:32:44 م,
613,2035,22,14/02/2022,10:16:13 م,
669,1831,22,17/02/2022,09:00:33 م,77.5
642,160,22,16/02/2022,05:34:14 م,
614,2035,22,14/02/2022,10:16:36 م,134
670,169,23,17/02/2022,09:18:46 م,97.5
643,1652,15,16/02/2022,06:37:09 م,
644,1652,15,16/02/2022,06:40:07 م,150
671,212,22,17/02/2022,10:03:51 م,42.5
645,261,1,16/02/2022,07:05:56 م,
646,261,1,16/02/2022,07:06:45 م,525
647,315,1,16/02/2022,08:22:12 م,455
648,2057,1,16/02/2022,08:31:54 م,579
649,242,23,16/02/2022,09:03:00 م,
672,216,23,17/02/2022,10:04:26 م,108
698,391,22,21/02/2022,12:44:54 م,682
717,334,15,22/02/2022,02:10:41 م,150
685,1498,22,20/02/2022,12:41:02 م,282
693,210,1,21/02/2022,11:09:44 ص,510
650,242,23,16/02/2022,09:03:10 م,
719,1164,22,22/02/2022,05:12:45 م,287
723,430,22,23/02/2022,12:48:00 م,465
733,2170,1,24/02/2022,12:58:22 م,97.5
756,748,23,26/02/2022,04:34:54 م,280
768,2142,0,27/02/2022,11:28:26 ص,1722
651,242,23,16/02/2022,09:03:48 م,
779,2180,0,28/02/2022,05:30:06 م,176
689,1190,1,20/02/2022,05:00:17 م,354
697,1487,15,21/02/2022,11:56:54 ص,336
652,242,23,16/02/2022,09:04:34 م,
673,1407,23,17/02/2022,10:05:51 م,100
653,242,23,16/02/2022,09:08:12 م,125
734,1422,23,24/02/2022,03:27:07 م,248
725,1960,22,23/02/2022,01:27:51 م,326
690,1190,1,20/02/2022,05:01:28 م,349
757,345,22,26/02/2022,04:35:24 م,379.5
720,918,22,22/02/2022,06:51:51 م,60.5
654,174,22,16/02/2022,09:30:35 م,115
674,552,22,17/02/2022,10:57:34 م,93
726,1821,23,23/02/2022,03:10:16 م,208
655,1060,22,16/02/2022,09:31:24 م,344
699,1831,22,21/02/2022,12:51:01 م,825
735,210,1,24/02/2022,04:18:26 م,5600
675,373,22,19/02/2022,01:50:12 م,85
656,2105,22,16/02/2022,09:32:07 م,72
727,2139,15,23/02/2022,05:01:35 م,314
691,1311,1,20/02/2022,06:40:36 م,2594
700,236,23,21/02/2022,01:04:52 م,144
721,918,22,22/02/2022,07:05:21 م,1665
657,620,15,16/02/2022,09:32:39 م,280
701,236,23,21/02/2022,01:06:57 م,72
658,2070,23,16/02/2022,09:33:58 م,278
722,1805,1,22/02/2022,09:38:45 م,1390
692,502,23,20/02/2022,06:59:25 م,77
659,250,22,16/02/2022,09:34:28 م,830
702,420,1,21/02/2022,02:17:48 م,89.5
703,231,22,21/02/2022,02:41:29 م,88.5
704,151,1,21/02/2022,02:46:25 م,155
705,496,22,21/02/2022,02:47:02 م,193
706,296,1,21/02/2022,03:23:48 م,96
707,255,1,21/02/2022,04:27:16 م,498
728,595,22,23/02/2022,05:46:09 م,150
736,315,1,24/02/2022,04:19:40 م,
758,270,23,26/02/2022,04:35:56 م,185
769,1854,15,27/02/2022,02:33:47 م,268.5
777,753,23,28/02/2022,12:39:35 م,129
780,733,23,28/02/2022,05:30:26 م,48
791,1495,15,01/03/2022,01:06:05 م,422
737,315,1,24/02/2022,04:20:31 م,368
708,2190,0,21/02/2022,05:28:09 م,
801,1789,1,02/03/2022,01:17:36 م,150
729,1714,22,23/02/2022,08:13:51 م,448
709,601,23,21/02/2022,05:28:20 م,173
759,1378,15,26/02/2022,05:07:08 م,150
778,649,1,28/02/2022,12:40:21 م,298
770,625,1,27/02/2022,04:29:57 م,140
730,174,22,23/02/2022,08:50:49 م,55
781,2141,0,28/02/2022,05:30:50 م,375.5
710,553,22,21/02/2022,06:27:21 م,96.5
738,1731,23,24/02/2022,04:21:18 م,260
760,261,1,26/02/2022,05:35:11 م,1525
731,733,23,23/02/2022,09:22:59 م,121
711,173,1,21/02/2022,06:51:56 م,982.5
739,420,1,24/02/2022,04:22:15 م,48
771,1770,23,27/02/2022,04:41:47 م,211
732,1065,1,23/02/2022,09:23:21 م,35
761,730,1,26/02/2022,08:25:21 م,265
740,1862,1,24/02/2022,04:57:26 م,
772,168,22,27/02/2022,06:35:00 م,497
712,320,1,21/02/2022,08:01:36 م,143
762,1689,22,26/02/2022,08:34:22 م,37.5
741,1862,1,24/02/2022,04:58:52 م,124.5
713,2105,22,21/02/2022,08:41:56 م,603
773,673,22,27/02/2022,06:46:45 م,151
763,1981,22,26/02/2022,08:34:47 م,18.75
742,733,23,24/02/2022,05:08:53 م,152
714,655,23,21/02/2022,09:33:56 م,52
764,1697,22,26/02/2022,08:35:19 م,684
743,879,15,24/02/2022,05:57:34 م,44
715,1633,23,21/02/2022,10:47:47 م,413.5
765,421,22,26/02/2022,09:36:18 م,50.5
716,750,23,21/02/2022,10:49:12 م,147
744,542,1,24/02/2022,07:12:56 م,1194
745,242,23,24/02/2022,07:39:19 م,25
746,314,22,24/02/2022,07:40:22 م,130
747,1862,1,24/02/2022,07:50:11 م,57
748,288,22,24/02/2022,07:50:26 م,515.25
749,1689,22,24/02/2022,07:51:09 م,29.5
766,297,1,27/02/2022,10:51:28 ص,44
792,2169,1,01/03/2022,01:24:41 م,4050
839,1689,22,05/03/2022,02:32:18 م,409
856,1036,23,06/03/2022,10:35:57 ص,76
802,1067,15,02/03/2022,02:44:29 م,136
804,315,1,02/03/2022,04:57:29 م,184
819,216,23,03/03/2022,01:33:34 م,218
782,935,22,28/02/2022,05:43:30 م,580
750,218,22,24/02/2022,07:51:41 م,126
886,2142,0,07/03/2022,05:23:46 م,154.5
767,315,1,27/02/2022,10:52:13 ص,276
793,2142,0,01/03/2022,03:02:48 م,153.5
803,1812,15,02/03/2022,03:26:04 م,93
783,1121,1,28/02/2022,05:43:47 م,678
751,553,22,24/02/2022,09:57:10 م,339.5
774,281,23,27/02/2022,08:30:38 م,229
805,513,1,02/03/2022,04:58:00 م,115
820,935,22,03/03/2022,02:25:38 م,90
794,620,15,01/03/2022,03:04:03 م,272
840,1116,22,05/03/2022,02:33:04 م,156
775,1715,22,27/02/2022,09:20:12 م,570
784,935,22,28/02/2022,05:47:53 م,140
752,281,23,24/02/2022,09:57:34 م,154
806,231,22,02/03/2022,04:58:26 م,408
795,315,1,01/03/2022,04:32:11 م,273
776,685,23,27/02/2022,10:44:20 م,524
838,2169,1,03/03/2022,11:33:35 م,345
785,1705,23,28/02/2022,06:30:00 م,175
753,1981,22,24/02/2022,11:22:49 م,
796,1311,1,01/03/2022,04:40:53 م,1138
786,659,23,28/02/2022,08:44:41 م,192
807,618,15,02/03/2022,04:59:48 م,
816,588,23,03/03/2022,12:05:26 م,730
808,614,15,02/03/2022,05:48:32 م,294
787,730,1,28/02/2022,09:15:53 م,606
797,2158,22,01/03/2022,04:42:02 م,154
754,291,23,24/02/2022,11:25:47 م,351
817,183,1,03/03/2022,12:06:28 م,701
809,1145,22,02/03/2022,08:34:25 م,789
788,1633,23,28/02/2022,10:15:24 م,125.5
755,318,23,24/02/2022,11:27:27 م,345
798,405,22,01/03/2022,07:17:21 م,448
789,1355,22,28/02/2022,10:23:46 م,1189.5
799,652,22,01/03/2022,09:20:59 م,213
810,716,22,02/03/2022,09:01:52 م,282
800,858,22,01/03/2022,10:14:38 م,33
790,192,22,28/02/2022,10:28:49 م,
811,472,1,02/03/2022,10:59:11 م,
821,168,22,03/03/2022,03:07:04 م,237
841,1116,22,05/03/2022,02:33:40 م,66.5
857,750,23,06/03/2022,10:38:55 ص,554
890,1715,22,07/03/2022,07:26:09 م,132.5
903,429,1,08/03/2022,02:46:54 م,191
812,649,1,02/03/2022,11:00:41 م,69
917,284,1,09/03/2022,01:15:10 م,414
936,653,22,10/03/2022,01:56:54 م,143
949,1776,15,12/03/2022,11:00:46 ص,60
822,1423,15,03/03/2022,03:11:25 م,68
842,392,1,05/03/2022,02:59:03 م,199.5
813,472,1,02/03/2022,11:03:34 م,80
891,1867,15,07/03/2022,07:26:43 م,297
858,218,22,06/03/2022,11:25:24 ص,192
823,543,1,03/03/2022,04:58:43 م,267
814,472,1,02/03/2022,11:04:15 م,
843,351,22,05/03/2022,03:09:19 م,624
900,192,22,08/03/2022,12:42:24 م,750
824,748,23,03/03/2022,05:40:59 م,15
859,2154,15,06/03/2022,11:25:53 ص,184
815,472,1,02/03/2022,11:05:21 م,67
844,1188,23,05/03/2022,03:10:10 م,661
825,2068,15,03/03/2022,05:50:00 م,95
818,392,1,03/03/2022,12:07:25 م,124
860,686,22,06/03/2022,01:17:04 م,265
845,360,22,05/03/2022,04:06:50 م,263
861,261,1,06/03/2022,01:18:00 م,342
887,2142,0,07/03/2022,05:25:36 م,70.5
826,1254,22,03/03/2022,06:46:27 م,416
846,1487,15,05/03/2022,04:32:43 م,99
862,542,1,06/03/2022,01:36:05 م,1063
885,652,22,07/03/2022,04:04:06 م,
827,1172,1,03/03/2022,06:47:06 م,472.5
847,1903,15,05/03/2022,04:45:36 م,97.5
828,1863,23,03/03/2022,06:47:42 م,170.5
848,1545,15,05/03/2022,04:48:32 م,249
829,655,23,03/03/2022,06:56:08 م,49
849,1716,23,05/03/2022,06:30:51 م,288
830,1831,22,03/03/2022,06:56:37 م,249
850,1963,22,05/03/2022,08:03:32 م,1769
831,685,23,03/03/2022,08:44:13 م,283
832,653,22,03/03/2022,08:44:44 م,102
833,2158,22,03/03/2022,09:48:26 م,444
834,2142,0,03/03/2022,09:50:20 م,76
835,542,1,03/03/2022,10:04:36 م,1435
836,542,1,03/03/2022,10:05:22 م,776
837,212,22,03/03/2022,10:30:01 م,
851,160,22,05/03/2022,08:52:13 م,132.5
863,2180,0,06/03/2022,01:44:31 م,616.5
892,1498,22,07/03/2022,07:27:03 م,1721.5
904,429,1,08/03/2022,02:59:27 م,81
918,301,22,09/03/2022,02:33:53 م,
937,231,22,10/03/2022,01:57:36 م,635
950,733,23,12/03/2022,11:04:49 ص,
976,1355,22,12/03/2022,10:17:49 م,504
852,1355,22,05/03/2022,09:39:30 م,55.5
919,301,22,09/03/2022,02:35:58 م,42.5
864,1311,1,06/03/2022,01:49:31 م,558
905,733,23,08/03/2022,04:46:14 م,569
